File Prefix,Item,Data Item,Begin,End,Type,Length,Remarks,Record Type,Version,First Month,Last Month
hllmon1,56,Remaining Property Charges Set Aside,360,372,Numeric,13,9(11)v9(2),L,2.4,201803,209912
hllmon1,57,As-Of Date,373,378,Numeric,6,9(6),L,2.4,201803,209912
hllmon1,58,Initial Monthly Scheduled Payment,379,391,Numeric,13,9(11)v9(2),L,2.4,201803,209912
hllmon1,59,Initial Remaining Available Line of Credit,392,404,Numeric,13,9(11)v9(2),L,2.4,201803,209912
hllmon1,60,Adjustment Date,405,412,Numeric,8,9(8),L,2.4,201803,209912
hllmon1,1,Record Type,1,1,Character,1,X,T,2.4,201803,209912
hllmon1,2,CUSIP Number,2,10,Character,9,X(9),T,2.4,201803,209912
hllmon1,3,Pool ID,11,16,Character,6,X(6),T,2.4,201803,209912
hllmon1,4,Issue Type,17,17,Character,1,X,T,2.4,201803,209912
hllmon1,5,Pool Type,18,19,Character,2,X(2),T,2.4,201803,209912
hllmon1,6,Pool Issue Date,20,27,Numeric,8,9(8),T,2.4,201803,209912
hllmon1,7,Issuer ID,28,31,Numeric,4,9(4),T,2.4,201803,209912
hllmon1,8,As-Of Date,32,37,Numeric,6,9(6),T,2.4,201803,209912
hllmon1,9,Loan Count for the Pool,38,44,Numeric,7,9(7),T,2.4,201803,209912
hllmon1,1,Record Type,1,1,Character,1,X,Z,2.4,201803,209912
hllmon1,2,File Name,2,23,Character,22,X(22),Z,2.4,201803,209912
hllmon1,3,File Number,24,26,Numeric,3,9(3),Z,2.4,201803,209912
hllmon1,4,Count of Pools in this File,27,33,Numeric,7,9(7),Z,2.4,201803,209912
hllmon1,5,Count of Loans in this File,34,42,Numeric,9,9(9),Z,2.4,201803,209912
hllmon1,6,Total Record Count,43,51,Numeric,9,9(9),Z,2.4,201803,209912
hllmon1,7,As-Of Date,52,57,Numeric,6,9(6),Z,2.4,201803,209912
hllmon1,1,Record Type,1,1,Character,1,X,H,2.3,201712,201802
hllmon1,2,File Name,2,23,Character,22,X(22),H,2.3,201712,201802
hllmon1,3,File Number,24,26,Numeric,3,9(3),H,2.3,201712,201802
hllmon1,4,File Correction Flag,27,27,Character,1,X,H,2.3,201712,201802
hllmon1,5,As-Of Date,28,33,Numeric,6,9(6),H,2.3,201712,201802
hllmon1,6,Date File Generated,34,41,Numeric,8,9(8),H,2.3,201712,201802
hllmon1,1,Record Type,1,1,Character,1,X,P,2.3,201712,201802
hllmon1,2,CUSIP Number,2,10,Character,9,X(9),P,2.3,201712,201802
hllmon1,3,Pool ID,11,16,Character,6,X(6),P,2.3,201712,201802
hllmon1,4,Issue Type,17,17,Character,1,X,P,2.3,201712,201802
hllmon1,5,Pool Type,18,19,Character,2,X(2),P,2.3,201712,201802
hllmon1,6,Pool Issue Date,20,27,Numeric,8,9(8),P,2.3,201712,201802
hllmon1,7,Issuer ID,28,31,Numeric,4,9(4),P,2.3,201712,201802
hllmon1,8,As-Of Date,32,37,Numeric,6,9(6),P,2.3,201712,201802
hllmon1,1,Record Type,1,1,Character,1,X,L,2.3,201712,201802
hllmon1,2,Pool ID,2,7,Character,6,X(6),L,2.3,201712,201802
hllmon1,3,Issuer ID,8,11,Numeric,4,9(4),L,2.3,201712,201802
hllmon1,4,Disclosure Sequence Number,12,21,Numeric,10,9(10),L,2.3,201712,201802
hllmon1,5,Sequence Number Suffix,22,24,Numeric,3,9(3),L,2.3,201712,201802
hllmon1,6,Property Type Code,25,25,Numeric,1,9,L,2.3,201712,201802
hllmon1,7,Original Principal Limit,26,37,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,8,Current Principal Limit,38,49,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,9,Reserved/Filler,50,51,Numeric,2,9(2),L,2.3,201712,201802
hllmon1,10,Payment Reason Code,52,53,Numeric,2,9(2),L,2.3,201712,201802
hllmon1,11,Original HECM Loan Balance,54,65,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,12,Current HECM Loan Balance,66,77,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,13,Mortgage Margin,78,82,Numeric,5,9(2)v9(3),L,2.3,201712,201802
hllmon1,14,Rate Reset Frequency,83,83,Character,1,X,L,2.3,201712,201802
hllmon1,15,Servicing Fee Margin,84,87,Numeric,4,9v9(3),L,2.3,201712,201802
hllmon1,16,Borrower 1 Age at Pool Issuance,88,90,Numeric,3,9(3),L,2.3,201712,201802
hllmon1,17,Borrower 2 Age at Pool Issuance,91,93,Numeric,3,9(3),L,2.3,201712,201802
hllmon1,18,MSA,94,98,Numeric,5,9(5),L,2.3,201712,201802
hllmon1,19,HECM Loan Original Interest Rate,99,103,Numeric,5,9(2)v9(3),L,2.3,201712,201802
hllmon1,20,HECM Loan Current Interest Rate,104,108,Numeric,5,9(2)v9(3),L,2.3,201712,201802
hllmon1,21,Participation UPB,109,120,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,22,Participation Interest Rate,121,125,Numeric,5,9(2)v9(3),L,2.3,201712,201802
hllmon1,23,Loan Servicing Fee Code,126,126,Numeric,1,9,L,2.3,201712,201802
hllmon1,24,Expected Average Mortgage Interest Rate,127,131,Numeric,5,9(2)v9(3),L,2.3,201712,201802
hllmon1,25,Servicing Fee Set Aside Amount,132,143,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,26,HECM Original Funding Date,144,149,Numeric,6,9(6),L,2.3,201712,201802
hllmon1,27,Filler,150,151,Character,2,X(2),L,2.3,201712,201802
hllmon1,28,Property Valuation Amount,152,163,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,29,Original Term of Payments,164,166,Numeric,3,9(3),L,2.3,201712,201802
hllmon1,30,Property Charges Set Aside Amount,167,178,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,31,Property Repair Set Aside Amount,179,190,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,32,Property Valuation Effective Date,191,198,Numeric,8,9(8),L,2.3,201712,201802
hllmon1,33,Loan Origination Company,199,228,Character,30,X(30),L,2.3,201712,201802
hllmon1,34,HECM Loan Purpose Code,229,229,Numeric,1,9,L,2.3,201712,201802
hllmon1,35,HECM Loan Payment Option Code,230,230,Numeric,1,9,L,2.3,201712,201802
hllmon1,36,HECM Saver Flag,231,231,Character,1,X,L,2.3,201712,201802
hllmon1,37,Original Available Line of Credit Amount,232,243,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,38,Original Draw Amount,244,255,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,39,Mortgage Servicer,256,265,Character,10,X(10),L,2.3,201712,201802
hllmon1,40,Lifetime Floor Rate,266,270,Numeric,5,9(2)v9(3),L,2.3,201712,201802
hllmon1,41,Remaining Available Line of Credit Amount,271,282,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,42,Monthly Servicing Fee Amount,283,294,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,43,Monthly Scheduled Payment Amount,295,306,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,44,Remaining Term of Payments,307,309,Numeric,3,9(3),L,2.3,201712,201802
hllmon1,45,Initial Change Date,310,317,Numeric,8,9(8),L,2.3,201712,201802
hllmon1,46,Credit Line Set Aside Amount,318,329,Numeric,12,9(10)v9(2),L,2.3,201712,201802
hllmon1,47,MIP Basis Points,330,332,Numeric,3,9(3),L,2.3,201712,201802
hllmon1,48,Maximum Claim Amount,333,345,Numeric,13,9(11)v9(2),L,2.3,201712,201802
hllmon1,49,Lifetime Interest Rate Change Cap,346,347,Numeric,2,9(2),L,2.3,201712,201802
hllmon1,50,Reset Months,348,349,Numeric,2,9(2),L,2.3,201712,201802
hllmon1,51,Current Month Liquidation Flag,350,350,Character,1,X,L,2.3,201712,201802
hllmon1,52,Eligible Non-borrowing Spouse,351,351,Character,1,X,L,2.3,201712,201802
hllmon1,53,Mandatory Property Charges Set Aside,352,352,Character,1,X,L,2.3,201712,201802
hllmon1,54,Annual Interest Rate Change Cap,353,354,Numeric,2,9(2),L,2.3,201712,201802
hllmon1,55,Maximum Interest Rate,355,359,Numeric,5,9(2)v9(3),L,2.3,201712,201802
hllmon1,56,Remaining Property Charges Set Aside,360,372,Numeric,13,9(11)v9(2),L,2.3,201712,201802
hllmon1,57,As-Of Date,373,378,Numeric,6,9(6),L,2.3,201712,201802
hllmon1,58,Initial Monthly Scheduled Payment,379,391,Numeric,13,9(11)v9(2),L,2.3,201712,201802
hllmon1,59,Initial Remaining Available Line of Credit,392,404,Numeric,13,9(11)v9(2),L,2.3,201712,201802
hllmon1,60,Adjustment Date,405,412,Numeric,8,9(8),L,2.3,201712,201802
hllmon1,1,Record Type,1,1,Character,1,X,T,2.3,201712,201802
hllmon1,2,CUSIP Number,2,10,Character,9,X(9),T,2.3,201712,201802
hllmon1,3,Pool ID,11,16,Character,6,X(6),T,2.3,201712,201802
hllmon1,4,Issue Type,17,17,Character,1,X,T,2.3,201712,201802
hllmon1,5,Pool Type,18,19,Character,2,X(2),T,2.3,201712,201802
hllmon1,6,Pool Issue Date,20,27,Numeric,8,9(8),T,2.3,201712,201802
hllmon1,7,Issuer ID,28,31,Numeric,4,9(4),T,2.3,201712,201802
hllmon1,8,As-Of Date,32,37,Numeric,6,9(6),T,2.3,201712,201802
hllmon1,9,Loan Count for the Pool,38,44,Numeric,7,9(7),T,2.3,201712,201802
hllmon1,1,Record Type,1,1,Character,1,X,Z,2.3,201712,201802
hllmon1,2,File Name,2,23,Character,22,X(22),Z,2.3,201712,201802
hllmon1,3,File Number,24,26,Numeric,3,9(3),Z,2.3,201712,201802
hllmon1,4,Count of Pools in this File,27,33,Numeric,7,9(7),Z,2.3,201712,201802
hllmon1,5,Count of Loans in this File,34,42,Numeric,9,9(9),Z,2.3,201712,201802
hllmon1,6,Total Record Count,43,51,Numeric,9,9(9),Z,2.3,201712,201802
hllmon1,7,As-Of Date,52,57,Numeric,6,9(6),Z,2.3,201712,201802
hllmon1,1,Record Type,1,1,Character,1,X,H,2.1,201504,201711
hllmon1,2,File Name,2,23,Character,22,X(22),H,2.1,201504,201711
hllmon1,3,File Number,24,26,Numeric,3,9(3),H,2.1,201504,201711
hllmon1,4,File Correction Flag,27,27,Character,1,X,H,2.1,201504,201711
hllmon1,5,As-Of Date,28,33,Numeric,6,9(6),H,2.1,201504,201711
hllmon1,6,Date File Generated,34,41,Numeric,8,9(8),H,2.1,201504,201711
hllmon1,1,Record Type,1,1,Character,1,X,P,2.1,201504,201711
hllmon1,2,CUSIP Number,2,10,Character,9,X(9),P,2.1,201504,201711
hllmon1,3,Pool ID,11,16,Character,6,X(6),P,2.1,201504,201711
hllmon1,4,Issue Type,17,17,Character,1,X,P,2.1,201504,201711
hllmon1,5,Pool Type,18,19,Character,2,X(2),P,2.1,201504,201711
hllmon1,6,Pool Issue Date,20,27,Numeric,8,9(8),P,2.1,201504,201711
hllmon1,7,Issuer ID,28,31,Numeric,4,9(4),P,2.1,201504,201711
hllmon1,8,As-Of Date,32,37,Numeric,6,9(6),P,2.1,201504,201711
hllmon1,1,Record Type,1,1,Character,1,X,L,2.1,201504,201711
hllmon1,2,Pool ID,2,7,Character,6,X(6),L,2.1,201504,201711
hllmon1,3,Issuer ID,8,11,Numeric,4,9(4),L,2.1,201504,201711
hllmon1,4,Disclosure Sequence Number,12,21,Numeric,10,9(10),L,2.1,201504,201711
hllmon1,5,Sequence Number Suffix,22,24,Numeric,3,9(3),L,2.1,201504,201711
hllmon1,6,Property Type Code,25,25,Numeric,1,9,L,2.1,201504,201711
hllmon1,7,Original Principal Limit,26,37,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,8,Current Principal Limit,38,49,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,9,Reserved/Filler,50,51,Numeric,2,9(2),L,2.1,201504,201711
hllmon1,10,Payment Reason Code,52,53,Numeric,2,9(2),L,2.1,201504,201711
hllmon1,11,Original HECM Loan Balance,54,65,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,12,Current HECM Loan Balance,66,77,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,13,Mortgage Margin,78,82,Numeric,5,9(2)v9(3),L,2.1,201504,201711
hllmon1,14,Rate Reset Frequency,83,83,Character,1,X,L,2.1,201504,201711
hllmon1,15,Servicing Fee Margin,84,87,Numeric,4,9v9(3),L,2.1,201504,201711
hllmon1,16,Borrower 1 Age at Pool Issuance,88,90,Numeric,3,9(3),L,2.1,201504,201711
hllmon1,17,Borrower 2 Age at Pool Issuance,91,93,Numeric,3,9(3),L,2.1,201504,201711
hllmon1,18,MSA,94,98,Numeric,5,9(5),L,2.1,201504,201711
hllmon1,19,HECM Loan Original Interest Rate,99,103,Numeric,5,9(2)v9(3),L,2.1,201504,201711
hllmon1,20,HECM Loan Current Interest Rate,104,108,Numeric,5,9(2)v9(3),L,2.1,201504,201711
hllmon1,21,Participation UPB,109,120,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,22,Participation Interest Rate,121,125,Numeric,5,9(2)v9(3),L,2.1,201504,201711
hllmon1,23,Loan Servicing Fee Code,126,126,Numeric,1,9,L,2.1,201504,201711
hllmon1,24,Expected Average Mortgage Interest Rate,127,131,Numeric,5,9(2)v9(3),L,2.1,201504,201711
hllmon1,25,Servicing Fee Set Aside Amount,132,143,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,26,HECM Original Funding Date,144,149,Numeric,6,9(6),L,2.1,201504,201711
hllmon1,27,Filler,150,151,Character,2,X(2),L,2.1,201504,201711
hllmon1,28,Property Valuation Amount,152,163,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,29,Original Term of Payments,164,166,Numeric,3,9(3),L,2.1,201504,201711
hllmon1,30,Property Charges Set Aside Amount,167,178,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,31,Property Repair Set Aside Amount,179,190,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,32,Property Valuation Effective Date,191,198,Numeric,8,9(8),L,2.1,201504,201711
hllmon1,33,Loan Origination Company,199,228,Character,30,X(30),L,2.1,201504,201711
hllmon1,34,HECM Loan Purpose Code,229,229,Numeric,1,9,L,2.1,201504,201711
hllmon1,35,HECM Loan Payment Option Code,230,230,Numeric,1,9,L,2.1,201504,201711
hllmon1,36,HECM Saver Flag,231,231,Character,1,X,L,2.1,201504,201711
hllmon1,37,Original Available Line of Credit Amount,232,243,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,38,Original Draw Amount,244,255,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,39,Mortgage Servicer,256,265,Character,10,X(10),L,2.1,201504,201711
hllmon1,40,Lifetime Floor Rate,266,270,Numeric,5,9(2)v9(3),L,2.1,201504,201711
hllmon1,41,Remaining Available Line of Credit Amount,271,282,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,42,Monthly Servicing Fee Amount,283,294,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,43,Monthly Scheduled Payment Amount,295,306,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,44,Remaining Term of Payments,307,309,Numeric,3,9(3),L,2.1,201504,201711
hllmon1,45,Initial Change Date,310,317,Numeric,8,9(8),L,2.1,201504,201711
hllmon1,46,Credit Line Set Aside Amount,318,329,Numeric,12,9(10)v9(2),L,2.1,201504,201711
hllmon1,47,MIP Basis Points,330,332,Numeric,3,9(3),L,2.1,201504,201711
hllmon1,48,Maximum Claim Amount,333,345,Numeric,13,9(11)v9(2),L,2.1,201504,201711
hllmon1,49,Lifetime Interest Rate Change Cap,346,347,Numeric,2,9(2),L,2.1,201504,201711
hllmon1,50,Reset Months,348,349,Numeric,2,9(2),L,2.1,201504,201711
hllmon1,51,Current Month Liquidation Flag,350,350,Character,1,X,L,2.1,201504,201711
hllmon1,52,Non-borrowing Spouse,351,351,Character,1,X,L,2.1,201504,201711
hllmon1,53,Mandatory Property Charges Set Aside,352,352,Character,1,X,L,2.1,201504,201711
hllmon1,54,Annual Interest Rate Change Cap,353,354,Numeric,2,9(2),L,2.1,201504,201711
hllmon1,55,Maximum Interest Rate,355,359,Numeric,5,9(2)v9(3),L,2.1,201504,201711
hllmon1,56,Remaining Property Charges Set Aside,360,372,Numeric,13,9(11)v9(2),L,2.1,201504,201711
hllmon1,57,As-Of Date,373,378,Numeric,6,9(6),L,2.1,201504,201711
hllmon1,1,Record Type,1,1,Character,1,X,T,2.1,201504,201711
hllmon1,2,CUSIP Number,2,10,Character,9,X(9),T,2.1,201504,201711
hllmon1,3,Pool ID,11,16,Character,6,X(6),T,2.1,201504,201711
hllmon1,4,Issue Type,17,17,Character,1,X,T,2.1,201504,201711
hllmon1,5,Pool Type,18,19,Character,2,X(2),T,2.1,201504,201711
hllmon1,6,Pool Issue Date,20,27,Numeric,8,9(8),T,2.1,201504,201711
hllmon1,7,Issuer ID,28,31,Numeric,4,9(4),T,2.1,201504,201711
hllmon1,8,As-Of Date,32,37,Numeric,6,9(6),T,2.1,201504,201711
hllmon1,9,Loan Count for the Pool,38,44,Numeric,7,9(7),T,2.1,201504,201711
hllmon1,1,Record Type,1,1,Character,1,X,Z,2.1,201504,201711
hllmon1,2,File Name,2,23,Character,22,X(22),Z,2.1,201504,201711
hllmon1,3,File Number,24,26,Numeric,3,9(3),Z,2.1,201504,201711
hllmon1,4,Count of Pools in this File,27,33,Numeric,7,9(7),Z,2.1,201504,201711
hllmon1,5,Count of Loans in this File,34,42,Numeric,9,9(9),Z,2.1,201504,201711
hllmon1,6,Total Record Count,43,51,Numeric,9,9(9),Z,2.1,201504,201711
hllmon1,7,As-Of Date,52,57,Numeric,6,9(6),Z,2.1,201504,201711
hllmon1,1,Record Type,1,1,Character,1,X,H,2,201503,201503
hllmon1,2,File Name,2,23,Character,22,X(22),H,2,201503,201503
hllmon1,3,File Number,24,26,Numeric,3,9(3),H,2,201503,201503
hllmon1,4,File Correction Flag,27,27,Character,1,X,H,2,201503,201503
hllmon1,5,As-Of Date,28,33,Numeric,6,9(6),H,2,201503,201503
hllmon1,6,Date File Generated,34,41,Numeric,8,9(8),H,2,201503,201503
hllmon1,1,Record Type,1,1,Character,1,X,P,2,201503,201503
hllmon1,2,CUSIP Number,2,10,Character,9,X(9),P,2,201503,201503
hllmon1,3,Pool ID,11,16,Character,6,X(6),P,2,201503,201503
hllmon1,4,Issue Type,17,17,Character,1,X,P,2,201503,201503
hllmon1,5,Pool Type,18,19,Character,2,X(2),P,2,201503,201503
hllmon1,6,Pool Issue Date,20,27,Numeric,8,9(8),P,2,201503,201503
hllmon1,7,Issuer ID,28,31,Numeric,4,9(4),P,2,201503,201503
hllmon1,8,As-Of Date,32,37,Numeric,6,9(6),P,2,201503,201503
hllmon1,1,Record Type,1,1,Character,1,X,L,2,201503,201503
hllmon1,2,Pool ID,2,7,Character,6,X(6),L,2,201503,201503
hllmon1,3,Issuer ID,8,11,Numeric,4,9(4),L,2,201503,201503
hllmon1,4,Disclosure Sequence Number,12,21,Numeric,10,9(10),L,2,201503,201503
hllmon1,5,Sequence Number Suffix,22,24,Numeric,3,9(3),L,2,201503,201503
hllmon1,6,Property Type Code,25,25,Numeric,1,9,L,2,201503,201503
hllmon1,7,Original Principal Limit,26,37,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,8,Current Principal Limit,38,49,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,9,Reserved/Filler,50,51,Numeric,2,9(2),L,2,201503,201503
hllmon1,10,Payment Reason Code,52,53,Numeric,2,9(2),L,2,201503,201503
hllmon1,11,Original HECM Loan Balance,54,65,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,12,Current HECM Loan Balance,66,77,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,13,Mortgage Margin,78,82,Numeric,5,9(2)v9(3),L,2,201503,201503
hllmon1,14,Rate Reset Frequency,83,83,Character,1,X,L,2,201503,201503
hllmon1,15,Servicing Fee Margin,84,87,Numeric,4,9v9(3),L,2,201503,201503
hllmon1,16,Borrower 1 Age at Pool Issuance,88,90,Numeric,3,9(3),L,2,201503,201503
hllmon1,17,Borrower 2 Age at Pool Issuance,91,93,Numeric,3,9(3),L,2,201503,201503
hllmon1,18,MSA,94,98,Numeric,5,9(5),L,2,201503,201503
hllmon1,19,HECM Loan Original Interest Rate,99,103,Numeric,5,9(2)v9(3),L,2,201503,201503
hllmon1,20,HECM Loan Current Interest Rate,104,108,Numeric,5,9(2)v9(3),L,2,201503,201503
hllmon1,21,Participation UPB,109,120,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,22,Participation Interest Rate,121,125,Numeric,5,9(2)v9(3),L,2,201503,201503
hllmon1,23,Loan Servicing Fee Code,126,126,Numeric,1,9,L,2,201503,201503
hllmon1,24,Expected Average Mortgage Interest Rate,127,131,Numeric,5,9(2)v9(3),L,2,201503,201503
hllmon1,25,Servicing Fee Set Aside Amount,132,143,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,26,HECM Original Funding Date,144,149,Numeric,6,9(6),L,2,201503,201503
hllmon1,27,Filler,150,151,Character,2,X(2),L,2,201503,201503
hllmon1,28,Property Valuation Amount,152,163,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,29,Original Term of Payments,164,166,Numeric,3,9(3),L,2,201503,201503
hllmon1,30,Property Charges Set Aside Amount,167,178,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,31,Property Repair Set Aside Amount,179,190,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,32,Property Valuation Effective Date,191,198,Numeric,8,9(8),L,2,201503,201503
hllmon1,33,Loan Origination Company,199,228,Character,30,X(30),L,2,201503,201503
hllmon1,34,HECM Loan Purpose Code,229,229,Numeric,1,9,L,2,201503,201503
hllmon1,35,HECM Loan Payment Option Code,230,230,Numeric,1,9,L,2,201503,201503
hllmon1,36,HECM Saver Flag,231,231,Character,1,X,L,2,201503,201503
hllmon1,37,Original Available Line of Credit Amount,232,243,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,38,Original Draw Amount,244,255,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,39,Mortgage Servicer,256,265,Character,10,X(10),L,2,201503,201503
hllmon1,40,Lifetime Floor Rate,266,270,Numeric,5,9(2)v9(3),L,2,201503,201503
hllmon1,41,Remaining Available Line of Credit Amount,271,282,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,42,Monthly Servicing Fee Amount,283,294,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,43,Monthly Scheduled Payment Amount,295,306,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,44,Remaining Term of Payments,307,309,Numeric,3,9(3),L,2,201503,201503
hllmon1,45,Initial Change Date,310,317,Numeric,8,9(8),L,2,201503,201503
hllmon1,46,Credit Line Set Aside Amount,318,329,Numeric,12,9(10)v9(2),L,2,201503,201503
hllmon1,47,MIP Basis Points,330,332,Numeric,3,9(3),L,2,201503,201503
hllmon1,48,Maximum Claim Amount,333,345,Numeric,13,9(11)v9(2),L,2,201503,201503
hllmon1,49,Lifetime Interest Rate Change Cap,346,347,Numeric,2,9(2),L,2,201503,201503
hllmon1,50,Reset Months,348,349,Numeric,2,9(2),L,2,201503,201503
hllmon1,51,Current Month Liquidation Flag,350,350,Character,1,X,L,2,201503,201503
hllmon1,52,Non-borrowing Spouse,351,351,Character,1,X,L,2,201503,201503
hllmon1,53,Mandatory Property Charges Set Aside,352,352,Character,1,X,L,2,201503,201503
hllmon1,54,Periodic Interest Rate Change Cap,353,354,Numeric,2,9(2),L,2,201503,201503
